title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
"Take This Nice 3000 Sq Ft rental Apartment in Uttara 13, To Fulfill Your Wish",3,5,"1,240 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1525802-240x180.webp,https://www.bproperty.com/en/property/details-3051877.html,"January 2, 2023",70 Thousand
"1200 Square Feet Apartment For Rent In Adabor, Mansurabad Housing Society",3,3,,"Block C, Mansurabad Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3911720.html,"January 17, 2023",20 Thousand
Nice 1780 SQ FT flat is available to Rent in Gulshan close to Standard Chartered Bank,3,3,,"Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-1944439.html,"January 4, 2023",90 Thousand
"A Convenient 2450 Sq Ft Residential Flat Is Prepared To Be Rented At Sector 6, Uttara",3,3,"1,770 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1516763-240x180.webp,https://www.bproperty.com/en/property/details-4986411.html,"September 15, 2021",60 Thousand
2200 Sq Ft Fine Flat Is Now For Rent Which Is In Bashundhara Near To Block I,3,4,"1,240 sqft","Block I, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1363847-240x180.webp,https://www.bproperty.com/en/property/details-1747627.html,"January 2, 2023",32 Thousand
"Grab This 950 Sq Ft Flat Up For Rent In Amtola, Khilkhet.",2,2,,"Khilkhet, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2010524.html,"January 4, 2023",16 Thousand
1400 Square Feet Residential Apartment Is Available For Rent In Uttara-3,3,3,"1,770 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540340-240x180.webp,https://www.bproperty.com/en/property/details-4562916.html,"July 1, 2022",35 Thousand
This suitable 850 SQ FT residential apartment is waiting to get rented at Senpara Parbata,2,2,,"Section 10, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-4968206.html,"January 15, 2023",15 Thousand
Affordable And Nice Flat Is Up For Rent In Ibrahimpur Which Is 1550 Sq Ft,3,3,,"Ibrahimpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3778905.html,"January 23, 2023",22 Thousand
A 8000 Sq Ft Duplex Is Available For Rent In Gulshan 1 Near To Agora,4,5,,"Gulshan 1, Gulshan, Dhaka",Duplex,For Rent,https://images-cdn.bproperty.com/thumbnails/1537884-240x180.webp,https://www.bproperty.com/en/property/details-1761829.html,"August 20, 2022",3.5 Lakh
"Grab This 1200 Sq Ft Flat In New Market, Elephant Road",3,3,,"New Market, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3915016.html,"January 23, 2023",28 Thousand
1570 Sq Ft Spacious Apartment For Rent In Shiddheswari,4,3,"1,240 sqft","Shiddheswari, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-3293890.html,"January 23, 2023",45 Thousand
Find Your Place In A 1700 Sq Ft Structurally Well Built House For Rent In Rainkhola,4,4,,"Block A, Rainkhola, Section 2, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3672136.html,"January 12, 2023",27 Thousand
A Flat Is Up For Rent Covering An Area Of 1750 Sq Ft in Aftab Nagar,3,3,"1,500 sqft","Block C, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1095475-240x180.webp,https://www.bproperty.com/en/property/details-1859854.html,"March 6, 2020",30 Thousand
"Get A Look At This Lovely Flat For Rent Featuring 950 Sq Ft In Baigertek, Ajiz Market",3,2,"1,335 sqft","Baigertek, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp,https://www.bproperty.com/en/property/details-5385029.html,"January 22, 2023",12 Thousand
"Here Is A Well Defined Flat Of 950 Sq Ft Waiting For Rent At Baigertek, Ajiz Market",3,2,"1,500 sqft","Baigertek, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-5549532.html,"January 22, 2023",12 Thousand
920 Sq Ft Two-Bed Apartment Is Up For Rent In Mohammadpur Nearby PC Culture Housing Jame Mosjid,2,2,"1,450 sqft","PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/955412-240x180.webp,https://www.bproperty.com/en/property/details-2015383.html,"June 7, 2020",16.5 Thousand
A Unique Apartment In Uttara Near Mercantile Bank Limited Is Up For Rent,3,3,"1,335 sqft","Sector 9, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/3072-240x180.webp,https://www.bproperty.com/en/property/details-1977355.html,"December 30, 2022",30 Thousand
"Apartment Of 1090 Sq Ft For Rent In Mirpur, Near Alim Uddin High School",3,2,,"West Shewrapara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-1848904.html,"January 19, 2023",16.5 Thousand
"2 Bedroom, 1 Bathroom Apartment With A View Is Up For Rent Nearby Bandar Main Post Office",2,1 Bath,,"Fakirhat, Bandar, 36 Goshail Danga Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2033610.html,"January 3, 2022",6 Thousand
"Apartment of 1200 SQ FT for rent in Bayazid, near Bayazid Bostami Police Station",3,3,"1,250 sqft","Block C, Hill View R/A, Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp,https://www.bproperty.com/en/property/details-1847912.html,"June 26, 2022",15 Thousand
"Choose your destination, 1500 SQ FT flat which is available to Rent in Panchlaish near to Panchlaish Thana",2,3,"1,250 sqft","Sugandha Residential Area, Panchlaish, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp,https://www.bproperty.com/en/property/details-2005012.html,"January 29, 2022",25 Thousand
"At Rayer Bazar Road, 2 Bedrooms Nice Flat Up For Rent Near Al Nahiyan Medicine House",2,3,"1,250 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp,https://www.bproperty.com/en/property/details-1845454.html,"January 23, 2023",20 Thousand
See This Apartment For Rent In Rampura Near East Rampura High School,2,2,950 sqft,"Rampura, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1454952-400x300.webp,https://www.bproperty.com/en/property/details-1991412.html,"January 22, 2023",15 Thousand
725 Sq Ft Flat Is Ready To Rent In Mirpur,2,2,"1,250 sqft","North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp,https://www.bproperty.com/en/property/details-2095725.html,"November 20, 2022",16 Thousand
This 1250 Sq Ft Flat Is Up For Rent In Kathalbagan With A Lovely View,3,3,"1,150 sqft","Kathalbagan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/826334-400x300.webp,https://www.bproperty.com/en/property/details-3203649.html,"January 23, 2023",30 Thousand
"Built With Modern Amenities, Check This 1100 Sq Ft Flat For Rent At Humayun Road, Mohammadpur",3,2,,"Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3231352.html,"January 22, 2023",21 Thousand
"2350 Square Feet Ample Home Area Is For Rent In Uttara, Sector 13",3,4,"1,250 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1496988-240x180.webp,https://www.bproperty.com/en/property/details-3096461.html,"February 5, 2022",35 Thousand
"We Are Delighted To Offer This Stunning 2400 Sq Ft Apartment For Rent, Located In Gulshan 1",3,3,,"Gulshan 1, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3385746.html,"January 2, 2023",1 Lakh
Affordable And Beautiful Flat Is Up For Rent In Mirpur Which Is 1250 Sq Ft,3,3,"1,200 sqft","West Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569922-240x180.webp,https://www.bproperty.com/en/property/details-5430659.html,"January 3, 2023",18 Thousand
A Reasonable 1150 Sq. Ft And 3 Bedroom Flat Is Available For Rent In Mirpur-2.,3,2,950 sqft,"Block F, Section 2, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1454952-400x300.webp,https://www.bproperty.com/en/property/details-2057454.html,"January 8, 2023",25 Thousand
"Amazing Flat Is Now Available For rent In Sutrapur, Satish Sarkar Road",3,2,,"Gandaria, Sutrapur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-4830904.html,"November 29, 2020",15 Thousand
Invest In Your Dreams By Renting This Decent 3000 Sq Ft. Home Which Is Available At Uttara-3.,4,4,,"Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540715-240x180.webp,https://www.bproperty.com/en/property/details-3464640.html,"July 1, 2022",70 Thousand
Make Your Residence In A 900 Sq Ft Rental Home At Bordonbari,2,2,,"2nd Colony, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1392140-240x180.webp,https://www.bproperty.com/en/property/details-4403720.html,"December 31, 2022",14 Thousand
For Rental purpose 1250 SQ FT home is now up to Rent in Manikdi,3,3,"1,240 sqft","Manikdi, Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-4960712.html,"December 27, 2022",20 Thousand
An Abundant Flat Of 3200 Sq Ft Is Available For Your Living Access In Baridhara-12,4,4,"1,800 sqft","Block K, Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-3489951.html,"January 20, 2023",1.6 Lakh
"Are You Looking For A Residence Which Is Your Dreams As! Check This One In Middle Monipur, Mirpur",3,3,,"Middle Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-5359234.html,"January 10, 2023",16 Thousand
At Arambag Flat For Rent Close To Jame Masjid,2,2,,"Arambag Residential Area, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-1886790.html,"January 19, 2023",13 Thousand
A Nicely Constructed Apartment Of 2700 Sq Ft Can Be Found In Gulshan For Rent,4,3,"1,800 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540792-240x180.webp,https://www.bproperty.com/en/property/details-5434731.html,"February 13, 2022",90 Thousand
Affordable And Wonderful Flat Up For Rent In Bashabo Near Purbo-bashabo Jame Masjid,2,1 Bath,,"East Bashabo, Bashabo, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1073849-240x180.webp,https://www.bproperty.com/en/property/details-2053884.html,"December 30, 2022",10 Thousand
"Start A New Home, In This Semi-Furnished Flat For Rent In Khulshi",4,5,"2,400 sqft","South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1185544-400x300.webp,https://www.bproperty.com/en/property/details-1990303.html,"December 28, 2022",60 Thousand
A Classy 1950 Sq Ft Apartment Is Waiting To Be Rented Which Is Located In Uttara Sector 3.,3,4,,"Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2016560.html,"December 31, 2022",55 Thousand
"Deal With This 1425 Sq Ft Flat Up For Rent In Khilkhet, Bepari Para",3,3,"1,300 sqft","Bepari Para, Khilkhet, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569653-240x180.webp,https://www.bproperty.com/en/property/details-5537871.html,"January 12, 2023",20 Thousand
A well-defined residential apartment of 2250 SQ FT is available for rent in Bashundhara R-A,4,5,"1,250 sqft","Block D, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1482685-240x180.webp,https://www.bproperty.com/en/property/details-4829910.html,"December 28, 2022",50 Thousand
A Nicely Planned Flat Is Up For Rent In West Dhanmondi Nearby Jafrabad Government Primary School,2,2,"1,800 sqft","West Dhanmondi and Shangkar, Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1938943.html,"January 23, 2023",17 Thousand
Flat For Rent In Eskaton Near S. p. r. c & Neurology Hospital,3,3,"1,450 sqft","Eskaton, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1522498-400x300.webp,https://www.bproperty.com/en/property/details-1982921.html,"June 28, 2022",30 Thousand
900 Square Feet Apartment Is For Rent In Uttara-14,2,2,"1,500 sqft","Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp,https://www.bproperty.com/en/property/details-3045936.html,"January 18, 2023",18.5 Thousand
1570 Sq Ft Peaceful Apartment Is For Rent In Mirpur-3,4,3,"1,300 sqft","Block J, Section 3, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1149859-400x300.webp,https://www.bproperty.com/en/property/details-5405567.html,"January 22, 2023",22 Thousand
"1526 Sq Ft Wonderful Apartment Is For Rent In Mirpur-3, Block J",3,4,"1,240 sqft","Block J, Section 3, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-5405568.html,"January 22, 2023",21 Thousand
Get To Live In This 1575 Sq Ft Apartment For Rent In Mirpur-3,3,4,"1,450 sqft","Block J, Section 3, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1522498-400x300.webp,https://www.bproperty.com/en/property/details-5405574.html,"January 22, 2023",21 Thousand
Checkout This 1575 Sq Ft Apartment For Rent In Mirpur-3,3,4,,"Block J, Section 3, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-5405576.html,"January 22, 2023",21 Thousand
"Live In This 1575 Sq Ft Apartment For Rent In Mirpur, Sec-3",3,4,,"Block J, Section 3, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-5405580.html,"January 22, 2023",21 Thousand
Reside In This 1575 Sq Ft Apartment For Rent In Mirpur-3,3,4,,"Block J, Section 3, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-5405581.html,"January 22, 2023",22 Thousand
A Rightly Planned Flat Is Found For Rent In Uttara Nearby Regional Passport Office,3,4,,"Sector 12, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1548684-240x180.webp,https://www.bproperty.com/en/property/details-1899928.html,"December 11, 2022",65 Thousand
"Reside In Dhanmondi For Rent, In A 1616 Sq Ft Home",3,4,,"Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1268100-240x180.webp,https://www.bproperty.com/en/property/details-5266772.html,"June 12, 2022",45 Thousand
"Comfortable, Convenient And Well Constructed 1800 Sq Ft Flat For Rent In Uttara 1.",3,4,,"Sector 1, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2080884.html,"January 19, 2023",35 Thousand
"In An Urban Location And Reasonable Price, See This 2200 Sq. Ft Flat Is Available For Rent In Uttara Near Azampur Railgate Jame Masjid",3,4,,"Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1523489-240x180.webp,https://www.bproperty.com/en/property/details-3438817.html,"December 7, 2021",42 Thousand
Create Your New Home In A Nice Flat For Rent In Monipur Near Monipur High School And College,3,3,,"Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-1924657.html,"January 22, 2023",19 Thousand
"Nice Flat Of 650 Sq. Ft. Can Be Found In Mirpur To Rent, Near Urban Preparatory School",2,2,,"Block B, Section 12, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2006484.html,"January 22, 2023",12 Thousand
Worthy 2700 Sq Ft Residential Apartment Is Ready To Rent At Mohakhali Dohs Area Close To Mohakhali Dohs Jame Masjid,4,4,,"Mohakhali DOHS, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2001310.html,"January 19, 2023",60 Thousand
3 Bedroom And 1180 Sq. ft Nice Flat In Middle Monipur Is Now For Rent.,3,2,,"Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-2049028.html,"January 22, 2023",19 Thousand
"850 Square Feet Refreshing Apartment Is For Rent In Mirpur, Shewrapara",2,3,,"West Shewrapara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-3944920.html,"December 29, 2022",13 Thousand
Apartment For Rent In Khulshi Near South Khulshi Jame Masjid,3,4,,"South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1-240x180.webp,https://www.bproperty.com/en/property/details-1931375.html,"January 15, 2023",35.5 Thousand
